Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0145~Chemotaxis	7	4.861111111111112	0.00014681301223994975	37454_AT, 1403_S_AT, 679_AT, 33963_AT, 36766_AT, 36703_AT, 37105_AT, 36436_AT	91	102	11447	8.632730015082956	0.009788967028115714	0.009836471820076633	0.9836471820076633
GOTERM_BP_DIRECT	GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide	6	4.166666666666666	0.00025977662013701496	37454_AT, 34623_AT, 33979_AT, 31506_S_AT, 34546_AT, 31793_AT, 38646_S_AT	134	82	19256	10.514743356388786	0.27372501083505074	0.040622433865432926	4.0193439844108285
GOTERM_BP_DIRECT	GO:0002548~monocyte chemotaxis	5	3.4722222222222223	0.00026021525058166024	35367_AT, 37454_AT, 1403_S_AT, 679_AT, 36703_AT, 37105_AT	134	45	19256	15.966832504145936	0.2741171620530902	0.040622433865432926	4.0193439844108285
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	7	4.861111111111112	0.0002639963208151612	37454_AT, 1403_S_AT, 36766_AT, 33979_AT, 36703_AT, 31506_S_AT, 31793_AT, 36436_AT	134	128	19256	7.858675373134329	0.27748881284729665	0.040622433865432926	4.0193439844108285
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	11	7.638888888888889	0.00035390229169662916	37097_AT, 1645_AT, 1575_AT, 1901_S_AT, 1391_S_AT, 32680_AT, 34436_AT, 41703_R_AT, 32439_AT, 35121_AT, 32084_AT	137	402	20521	4.098685405091332	0.07949034876983418	0.020703284064252807	2.0260906199632016
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	9	6.25	0.0003862142267985693	37096_AT, 34623_AT, 39187_AT, 37711_AT, 1974_S_AT, 31506_S_AT, 34546_AT, 31793_AT, 1983_AT, 33284_AT	81	193	8662	4.986758779504893	0.08466040576237499	0.04928201485048973	4.928201485048973
KEGG_PATHWAY	hsa05226:Gastric cancer	8	5.555555555555555	0.00043041061004794526	1575_AT, 1901_S_AT, 35373_AT, 1974_S_AT, 2090_I_AT, 33684_AT, 1855_AT, 1910_S_AT	81	149	8662	5.7416521667080955	0.09388155482143068	0.04928201485048973	4.928201485048973
INTERPRO	IPR002366:Alpha-defensin_N	3	2.083333333333333	0.0006470098308235644	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	138	6	20603	74.64855072463769	0.2926730613909704	0.11538341983020232	11.516774988659446
INTERPRO	IPR006081:Alpha-defensin_C	3	2.083333333333333	0.0006470098308235644	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	138	6	20603	74.64855072463769	0.2926730613909704	0.11538341983020232	11.516774988659446
INTERPRO	IPR016327:Alpha-defensin	3	2.083333333333333	0.0006470098308235644	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	138	6	20603	74.64855072463769	0.2926730613909704	0.11538341983020232	11.516774988659446
GOTERM_BP_DIRECT	GO:0051673~membrane disruption in other organism	3	2.083333333333333	0.0006974547348683899	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	134	6	19256	71.8507462686567	0.5763579168029072	0.08606795633154944	8.515903396574105
GOTERM_BP_DIRECT	GO:0048245~eosinophil chemotaxis	4	2.7777777777777777	0.0007455810511152455	35367_AT, 37454_AT, 1403_S_AT, 36703_AT	134	26	19256	22.10792192881745	0.6007440523974701	0.08606795633154944	8.515903396574105
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	12	8.333333333333332	0.0007690881556840324	41489_AT, 38128_AT, 1901_S_AT, 33963_AT, 1355_G_AT, 39187_AT, 37711_AT, 1974_S_AT, 39511_AT, 2090_I_AT, 32073_AT, 1855_AT	134	505	19256	3.414688931579725	0.6121403658908793	0.08606795633154944	8.515903396574105
GOTERM_MF_DIRECT	GO:0020037~heme binding	7	4.861111111111112	0.0007769502039399148	1391_S_AT, 1419_G_AT, 31525_S_AT, 31687_F_AT, 38229_AT, 33284_AT, 33516_AT	133	155	18883	6.411884550084889	0.24641977424092243	0.15527275753499453	15.313988998643694
UP_KW_MOLECULAR_FUNCTION	KW-0044~Antibiotic	6	4.166666666666666	0.0008258555220550232	34623_AT, 679_AT, 33963_AT, 33979_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	89	99	11872	8.084439904664624	0.05463234812430051	0.05492965616579774	5.492965616579774
INTERPRO	IPR006080:Beta/alpha-defensin_C	3	2.083333333333333	0.0009018646369894041	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	138	7	20603	63.98447204968944	0.3828945027192707	0.1206243951973328	12.039892903808544
GOTERM_BP_DIRECT	GO:0042744~hydrogen peroxide catabolic process	4	2.7777777777777777	0.0009300087650687348	31525_S_AT, 31687_F_AT, 33284_AT, 33516_AT	134	28	19256	20.528784648187635	0.6818949090395892	0.0954033991499677	9.439588965447658
SMART	SM01418:Defensin_propep	3	2.083333333333333	0.0010745718527151937	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	93	6	10690	57.47311827956989	0.11725362953285767	0.08676665194961308	8.67666519496131
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	8	5.555555555555555	0.001130656108661728	37454_AT, 1403_S_AT, 1372_AT, 1786_AT, 34618_AT, 39511_AT, 1855_AT, 1890_AT	134	231	19256	4.976675066227306	0.7515776875424283	0.10706443613558363	10.593378002692189
GOTERM_MF_DIRECT	GO:0004601~peroxidase activity	4	2.7777777777777777	0.0011807726520587786	31525_S_AT, 31687_F_AT, 33284_AT, 33516_AT	133	30	18883	18.93032581453634	0.34952680851801177	0.15527275753499453	15.313988998643694
UP_KW_LIGAND	KW-0349~Heme	7	4.861111111111112	0.001192146927983415	1391_S_AT, 1419_G_AT, 31525_S_AT, 31687_F_AT, 38229_AT, 33284_AT, 33516_AT	60	141	6921	5.726595744680852	0.028222679020045938	0.02861152627160196	2.8611526271601964
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	10	6.944444444444445	0.0012977834385817769	33530_AT, 1901_S_AT, 39908_AT, 37983_AT, 37711_AT, 35373_AT, 1974_S_AT, 40089_AT, 40790_AT, 1910_S_AT	133	375	18883	3.786065162907268	0.37668294251405	0.15527275753499453	15.313988998643694
SMART	SM00048:DEFSN	3	2.083333333333333	0.0014959767577519497	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	93	7	10690	49.2626728110599	0.15942007159113658	0.08676665194961308	8.67666519496131
UP_KW_MOLECULAR_FUNCTION	KW-0929~Antimicrobial	6	4.166666666666666	0.0016155781225234628	34623_AT, 679_AT, 33963_AT, 33979_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	89	115	11872	6.959648265754763	0.10411941555588644	0.05492965616579774	5.492965616579774
PIR_SUPERFAMILY	PIRSF001875:Alpha-defensin	3	2.083333333333333	0.0016314626930950123	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	22	6	1940	44.090909090909086	0.030546825985719117	0.030997791168805234	3.0997791168805233
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	8	5.555555555555555	0.0017780387682297353	38236_AT, 1575_AT, 919_AT, 37172_AT, 32279_AT, 1974_S_AT, 966_AT, 1910_S_AT	134	250	19256	4.59844776119403	0.888163118946765	0.15634040883505745	15.468937283598697
GOTERM_CC_DIRECT	GO:0042582~azurophil granule	3	2.083333333333333	0.0018948603679802877	33963_AT, 34546_AT, 33284_AT	137	10	20521	44.93649635036496	0.3584177869041508	0.08867946522147746	8.678460485349717
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	7	4.861111111111112	0.002075953335900089	34623_AT, 679_AT, 33963_AT, 1419_G_AT, 37711_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	134	190	19256	5.2942655145326	0.9225524837057164	0.16219351453234088	16.048066669406268
GOTERM_MF_DIRECT	GO:0031720~haptoglobin binding	3	2.083333333333333	0.002103702816992972	31525_S_AT, 31687_F_AT, 33516_AT	133	10	18883	42.59323308270676	0.5353888267355611	0.15527275753499453	15.313988998643694
GOTERM_BP_DIRECT	GO:0008340~determination of adult lifespan	4	2.7777777777777777	0.002108120416342367	1974_S_AT, 39469_S_AT, 966_AT, 33922_AT	134	37	19256	15.53529649052037	0.9255654803259407	0.16219351453234088	16.048066669406268
GOTERM_MF_DIRECT	GO:0019825~oxygen binding	4	2.7777777777777777	0.002180655788911721	31525_S_AT, 31687_F_AT, 38229_AT, 33516_AT	133	37	18883	15.34891282259703	0.5482495821995118	0.15527275753499453	15.313988998643694
UP_KW_PTM	KW-1015~Disulfide bond	47	32.63888888888889	0.0023029017549046553	34623_AT, 1372_AT, 37983_AT, 36766_AT, 35090_G_AT, 2090_I_AT, 38691_S_AT, 37454_AT, 1901_S_AT, 34467_G_AT, 34546_AT, 1112_G_AT, 37061_AT, 37953_S_AT, 35367_AT, 32250_AT, 35956_S_AT, 35038_AT, 40317_AT, 1331_S_AT, 37105_AT, 33530_AT, 37096_AT, 38236_AT, 37968_AT, 1403_S_AT, 33963_AT, 1786_AT, 36378_AT, 31621_S_AT, 37408_AT, 36703_AT, 35091_AT, 37898_R_AT, 31506_S_AT, 33684_AT, 38646_S_AT, 1890_AT, 36328_AT, 33979_AT, 35915_AT, 1355_G_AT, 37172_AT, 32439_AT, 36436_AT, 40350_AT, 31512_AT, 679_AT, 31793_AT, 33284_AT	117	3870	14237	1.4778131142472228	0.051646373698524206	0.05526964211771172	5.526964211771173
GOTERM_BP_DIRECT	GO:1990961~drug transmembrane export	3	2.083333333333333	0.002500041241847277	1575_AT, 34436_AT, 32084_AT	134	11	19256	39.19131614654002	0.954105233795319	0.18103239815964695	17.912060191588136
UP_KW_LIGAND	KW-0408~Iron	10	6.944444444444445	0.0025020656797792133	1391_S_AT, 34636_AT, 37166_AT, 1419_G_AT, 31525_S_AT, 31687_F_AT, 38229_AT, 33284_AT, 32073_AT, 33516_AT	60	348	6921	3.314655172413793	0.05835301563969275	0.03002478815735056	3.002478815735056
GOTERM_MF_DIRECT	GO:0043177~organic acid binding	3	2.083333333333333	0.002559441058269141	31525_S_AT, 31687_F_AT, 33516_AT	133	11	18883	38.721120984278876	0.6065616199165369	0.15527275753499453	15.313988998643694
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	11	7.638888888888889	0.0027178389474497113	33293_AT, 1901_S_AT, 33963_AT, 34618_AT, 35373_AT, 1974_S_AT, 40317_AT, 38482_AT, 1983_AT, 33284_AT, 1910_S_AT	134	506	19256	3.123945489941596	0.9649231700215298	0.18586998579503303	18.39071021107638
GOTERM_CC_DIRECT	GO:0031838~haptoglobin-hemoglobin complex	3	2.083333333333333	0.0032419091630988	31525_S_AT, 31687_F_AT, 33516_AT	137	13	20521	34.566535654126895	0.5322583078862784	0.11200330991626255	10.96100767983937
GOTERM_CC_DIRECT	GO:0005833~hemoglobin complex	3	2.083333333333333	0.0037658536296946883	31525_S_AT, 31687_F_AT, 33516_AT	137	14	20521	32.097497393117834	0.5864071239913076	0.11200330991626255	10.96100767983937
GOTERM_CC_DIRECT	GO:0030141~secretory granule	5	3.4722222222222223	0.0038291729885901724	37096_AT, 34623_AT, 679_AT, 37898_R_AT, 33284_AT, 37105_AT	137	96	20521	7.80147506082725	0.5925130582054621	0.11200330991626255	10.96100767983937
GOTERM_BP_DIRECT	GO:0015670~carbon dioxide transport	3	2.083333333333333	0.004080697620034493	31525_S_AT, 31687_F_AT, 33516_AT	134	14	19256	30.79317697228145	0.9934847917368161	0.26438625106644525	26.15941948001059
UP_SEQ_FEATURE	BINDING:distal binding residue	3	2.083333333333333	0.004248072568634244	31525_S_AT, 31687_F_AT, 33516_AT	136	15	20562	30.23823529411765	0.9778545568737124	1.0	100.0
UP_SEQ_FEATURE	DOMAIN:Globin family profile	3	2.083333333333333	0.004248072568634244	31525_S_AT, 31687_F_AT, 33516_AT	136	15	20562	30.23823529411765	0.9778545568737124	1.0	100.0
INTERPRO	IPR000971:Globin	3	2.083333333333333	0.0043547806931786	31525_S_AT, 31687_F_AT, 33516_AT	138	15	20603	29.85942028985507	0.9031793854778046	0.33282966726436447	33.220755573676755
INTERPRO	IPR009050:Globin-like_sf	3	2.083333333333333	0.0043547806931786	31525_S_AT, 31687_F_AT, 33516_AT	138	15	20603	29.85942028985507	0.9031793854778046	0.33282966726436447	33.220755573676755
INTERPRO	IPR012292:Globin/Proto	3	2.083333333333333	0.0043547806931786	31525_S_AT, 31687_F_AT, 33516_AT	138	15	20603	29.85942028985507	0.9031793854778046	0.33282966726436447	33.220755573676755
GOTERM_MF_DIRECT	GO:0005515~protein binding	104	72.22222222222221	0.004407863126794146	1372_AT, 919_AT, 35566_F_AT, 37983_AT, 36766_AT, 1910_S_AT, 34636_AT, 40294_AT, 34606_S_AT, 40271_AT, 37953_S_AT, 33371_S_AT, 39187_AT, 936_S_AT, 37105_AT, 966_AT, 33516_AT, 35595_AT, 38236_AT, 37968_AT, 1575_AT, 32148_AT, 39908_AT, 34249_AT, 31621_S_AT, 36703_AT, 32469_AT, 39698_AT, 37898_R_AT, 1974_S_AT, 40186_AT, 34577_AT, 1983_AT, 32717_AT, 1890_AT, 38128_AT, 36479_AT, 38604_AT, 1355_G_AT, 32439_AT, 40350_AT, 606_AT, 679_AT, 38674_AT, 40089_AT, 31793_AT, 41489_AT, 32413_AT, 1645_AT, 34623_AT, 31525_S_AT, 38691_S_AT, 38103_AT, 37454_AT, 1901_S_AT, 40058_S_AT, 32279_AT, 33080_S_AT, 41280_R_AT, 35648_AT, 34467_G_AT, 41703_R_AT, 1112_G_AT, 39469_S_AT, 35367_AT, 33293_AT, 32250_AT, 36234_AT, 32680_AT, 35038_AT, 35373_AT, 40317_AT, 38482_AT, 41113_AT, 38948_AT, 32084_AT, 33530_AT, 37096_AT, 1403_S_AT, 33963_AT, 36378_AT, 1786_AT, 35169_AT, 37408_AT, 38229_AT, 31687_F_AT, 32073_AT, 35213_AT, 37711_AT, 39094_AT, 31506_S_AT, 34720_AT, 38945_AT, 1855_AT, 36328_AT, 1419_G_AT, 39511_AT, 34618_AT, 37166_AT, 822_S_AT, 36436_AT, 35439_AT, 39198_S_AT, 36317_AT, 40790_AT, 33284_AT	133	12707	18883	1.1620094542644483	0.7997139588858123	0.21325090493720308	21.032163426498876
UP_KW_MOLECULAR_FUNCTION	KW-0295~Fungicide	3	2.083333333333333	0.0046652494495328595	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	89	14	11872	28.584269662921347	0.2723821259971616	0.10574565418941148	10.574565418941148
GOTERM_MF_DIRECT	GO:0022857~transmembrane transporter activity	6	4.166666666666666	0.004686833075542925	37097_AT, 1575_AT, 40294_AT, 34436_AT, 35121_AT, 32084_AT	133	155	18883	5.495901042929906	0.8191374015831148	0.21325090493720308	21.032163426498876
GOTERM_BP_DIRECT	GO:0072089~stem cell proliferation	4	2.7777777777777777	0.004706743744875324	1575_AT, 39187_AT, 1974_S_AT, 34720_AT	134	49	19256	11.730734084678648	0.9969956075991835	0.28970007749707616	28.66406940629072
UP_KW_BIOLOGICAL_PROCESS	KW-0561~Oxygen transport	3	2.083333333333333	0.0052315637619207095	31525_S_AT, 31687_F_AT, 33516_AT	91	14	11447	26.9552590266876	0.2963223087696053	0.17525738602434376	17.525738602434377
GOTERM_BP_DIRECT	GO:0048246~macrophage chemotaxis	3	2.083333333333333	0.005332758829073498	35367_AT, 1403_S_AT, 33963_AT	134	16	19256	26.94402985074627	0.9986151900672949	0.2983920962995216	29.524092062779637
GOTERM_BP_DIRECT	GO:0015671~oxygen transport	3	2.083333333333333	0.005332758829073498	31525_S_AT, 31687_F_AT, 33516_AT	134	16	19256	26.94402985074627	0.9986151900672949	0.2983920962995216	29.524092062779637
GOTERM_MF_DIRECT	GO:0005344~oxygen transporter activity	3	2.083333333333333	0.005457991218762886	31525_S_AT, 31687_F_AT, 33516_AT	133	16	18883	26.620770676691727	0.8635981993127391	0.22074542262552116	21.7713205281764
GOTERM_BP_DIRECT	GO:0030182~neuron differentiation	6	4.166666666666666	0.005650649194312484	1901_S_AT, 1355_G_AT, 39187_AT, 37711_AT, 2090_I_AT, 33684_AT	134	164	19256	5.257371678194393	0.9990656657568787	0.30243257209559427	29.9238726898809
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	43	29.86111111111111	0.0057713359353918	1372_AT, 35091_AT, 37983_AT, 36766_AT, 35090_G_AT, 2090_I_AT, 33684_AT, 1855_AT, 1890_AT, 37097_AT, 1901_S_AT, 36328_AT, 33979_AT, 34467_G_AT, 1112_G_AT, 37953_S_AT, 33293_AT, 35915_AT, 32250_AT, 34703_F_AT, 1355_G_AT, 37172_AT, 34618_AT, 35956_S_AT, 40317_AT, 1331_S_AT, 32439_AT, 32084_AT, 33530_AT, 37096_AT, 38236_AT, 40350_AT, 37968_AT, 1575_AT, 33963_AT, 1786_AT, 36378_AT, 35169_AT, 37408_AT, 34436_AT, 32469_AT, 33284_AT, 35121_AT, 35903_AT	136	4422	20562	1.4701991379998403	0.9943737308728959	1.0	100.0
GOTERM_BP_DIRECT	GO:0051649~establishment of localization in cell	5	3.4722222222222223	0.006702590627542486	33685_AT, 1786_AT, 36479_AT, 40317_AT, 1910_S_AT	134	108	19256	6.652846876727473	0.9997461239517599	0.3317890976392054	32.82852322701479
GOTERM_BP_DIRECT	GO:0014009~glial cell proliferation	3	2.083333333333333	0.006738202632802708	34249_AT, 1974_S_AT, 34720_AT	134	18	19256	23.950248756218905	0.9997570851025411	0.3317890976392054	32.82852322701479
UP_SEQ_FEATURE	BINDING:proximal binding residue	3	2.083333333333333	0.0068005857989398375	31525_S_AT, 31687_F_AT, 33516_AT	136	19	20562	23.872291021671828	0.9977734780313682	1.0	100.0
GOTERM_BP_DIRECT	GO:2000811~negative regulation of anoikis	3	2.083333333333333	0.007497065720827296	41489_AT, 1355_G_AT, 1910_S_AT	134	19	19256	22.689709347996857	0.9999051919821937	0.3328961993164191	32.93806423780654
GOTERM_BP_DIRECT	GO:0002062~chondrocyte differentiation	4	2.7777777777777777	0.007535972567387075	39187_AT, 37711_AT, 34720_AT, 33684_AT	134	58	19256	9.910447761194028	0.9999096585004982	0.3328961993164191	32.93806423780654
GOTERM_BP_DIRECT	GO:0006955~immune response	10	6.944444444444445	0.007571968790300354	33530_AT, 37061_AT, 37454_AT, 37968_AT, 1403_S_AT, 679_AT, 31512_AT, 36703_AT, 35373_AT, 31506_S_AT, 31793_AT, 37105_AT	134	496	19256	2.897207510832932	0.9999136034016832	0.3328961993164191	32.93806423780654
GOTERM_CC_DIRECT	GO:0005829~cytosol	51	35.41666666666667	0.0077744514945105375	41489_AT, 32413_AT, 31525_S_AT, 1910_S_AT, 38103_AT, 1901_S_AT, 40058_S_AT, 34636_AT, 32279_AT, 33080_S_AT, 41280_R_AT, 41703_R_AT, 1112_G_AT, 40271_AT, 35367_AT, 40959_AT, 38201_AT, 33371_S_AT, 36234_AT, 39187_AT, 32680_AT, 35038_AT, 35373_AT, 1331_S_AT, 36713_AT, 37105_AT, 32084_AT, 33516_AT, 35595_AT, 37096_AT, 32148_AT, 34249_AT, 31687_F_AT, 32073_AT, 37711_AT, 1974_S_AT, 40186_AT, 1983_AT, 34012_AT, 36479_AT, 1419_G_AT, 39511_AT, 1355_G_AT, 37166_AT, 32418_AT, 822_S_AT, 38816_AT, 606_AT, 679_AT, 39198_S_AT, 38674_AT, 40735_AT	137	5537	20521	1.3796648689835729	0.838996671859024	0.20213573885727398	19.78165991381014
GOTERM_MF_DIRECT	GO:0002020~protease binding	5	3.4722222222222223	0.008171170054132478	37096_AT, 1355_G_AT, 1974_S_AT, 822_S_AT, 1910_S_AT	133	113	18883	6.282187770310733	0.9495374743180158	0.2974305899704222	29.334500494335597
GOTERM_BP_DIRECT	GO:0031640~killing of cells of other organism	4	2.7777777777777777	0.008274579942946784	37454_AT, 34623_AT, 31506_S_AT, 34546_AT, 31793_AT	134	60	19256	9.580099502487561	0.9999638699021534	0.34095723002203865	33.735654440848336
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	9	6.25	0.00846630747546295	37454_AT, 37968_AT, 1403_S_AT, 1372_AT, 33963_AT, 34636_AT, 37983_AT, 1419_G_AT, 36703_AT	134	417	19256	3.101471061956405	0.9999715224111858	0.34095723002203865	33.735654440848336
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	5	3.4722222222222223	0.008586250309247114	37097_AT, 37953_S_AT, 34436_AT, 40317_AT, 35121_AT	134	116	19256	6.194029850746268	0.9999754626103106	0.34095723002203865	33.735654440848336
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	8	5.555555555555555	0.008650372239405894	38236_AT, 1901_S_AT, 1355_G_AT, 37983_AT, 1419_G_AT, 34467_G_AT, 32418_AT, 1855_AT	81	253	8662	3.381447323476309	0.8632434429519861	0.540257374163618	54.0257374163618
GOTERM_CC_DIRECT	GO:0009986~cell surface	11	7.638888888888889	0.010724473938327332	33530_AT, 35367_AT, 37953_S_AT, 38236_AT, 37096_AT, 1575_AT, 36378_AT, 35956_S_AT, 32469_AT, 1112_G_AT, 2090_I_AT	137	644	20521	2.558496169016639	0.9197878733620345	0.25095269015685956	24.55904531876959
KEGG_PATHWAY	hsa05224:Breast cancer	6	4.166666666666666	0.011410126614862499	1901_S_AT, 35373_AT, 1974_S_AT, 2090_I_AT, 33684_AT, 1855_AT	81	147	8662	4.36482741244646	0.9277729200782149	0.540257374163618	54.0257374163618
GOTERM_BP_DIRECT	GO:0071466~cellular response to xenobiotic stimulus	4	2.7777777777777777	0.011644908608043727	1419_G_AT, 37711_AT, 1974_S_AT, 40317_AT	134	68	19256	8.453028972783143	0.9999994531002712	0.4260604344398551	42.15610147422774
GOTERM_BP_DIRECT	GO:0002931~response to ischemia	4	2.7777777777777777	0.011644908608043727	33293_AT, 37711_AT, 1974_S_AT, 1910_S_AT	134	68	19256	8.453028972783143	0.9999994531002712	0.4260604344398551	42.15610147422774
